PHRASE	WORDS_COUNT	FREQUENCY	SYNSETS
split up	2	4	334186 change 2431320 social 2490634 social 2467662 social
touch on	2	4	1024763 communication 2676054 stative 260648 change 137313 change
run into	2	4	1240308 contact 2023107 motion 1236164 contact 2730326 stative
screw up	2	4	34634 body 2527651 social 227667 change 1353311 contact
play out	2	4	2280869 possession 572788 change 1081652 competition 1715185 creation
pour out	2	4	2070150 motion 2070296 motion 941565 communication 2069788 motion
pull off	2	4	2522864 social 1592774 contact 1592456 contact 2404467 social
pull out	2	4	1995211 motion 2380980 social 1351170 contact 2015168 motion
get over	2	4	268011 change 1108627 competition 1641341 creation 1912159 motion
give out	2	4	560247 change 434374 change 2201644 possession 2767308 weather
give way	2	4	435103 change 1848465 motion 434374 change 1989053 motion
cut back	2	4	236592 change 1321002 contact 2004701 motion 429060 change
even out	2	4	416880 change 1307142 contact 416705 change 2672540 stative
find out	2	4	918872 communication 920336 communication 731574 cognition 598954 cognition
call for	2	4	752764 communication 2305586 possession 2627934 stative 1063695 communication
carry on	2	4	781000 communication 2445509 social 2679899 stative 2517655 social
clean up	2	4	40766 body 2254671 possession 2279315 possession 275843 change
close up	2	4	1291941 contact 1041061 communication 1476483 contact 2426395 social
work up	2	4	251270 change 96648 body 253277 change 252990 change
wrap up	2	4	484892 change 1283208 contact 48633 body 435688 change
bog down	2	4	363742 change 1835103 motion 1834896 motion 363916 change
stir up	2	4	851239 communication 1761120 emotion 1419473 contact 2585050 social
try out	2	4	1195299 consumption 1718535 creation 2532886 social 2531625 social
turn in	2	4	17865 body 1649809 creation 2017775 motion 2293321 possession
wind up	2	4	1522052 contact 2087979 motion 352558 change 1762283 emotion
rack up	2	4	452394 change 1102997 competition 1111816 competition 1499849 contact
pop out	2	4	426156 change 529411 change 2081946 motion 1920457 motion
puff up	2	4	263682 change 264578 change 2596908 social 1065272 communication
pull in	2	4	1384439 contact 2015384 motion 1505254 contact 2289295 possession
pull up	2	4	1982686 motion 1351170 contact 1863410 motion 1863158 motion
go away	2	4	426958 change 2009433 motion 2156546 perception 1848718 motion
go over	2	4	31277 body 343898 change 696700 cognition 661824 cognition
let out	2	4	303940 change 1475301 contact 933821 communication 983824 communication
eke out	2	4	2342580 possession 2239846 possession 2616236 stative 2239997 possession
fill in	2	4	1020731 communication 1695567 creation 2258617 possession 833392 communication
fill up	2	4	451838 change 1423285 contact 1203893 consumption 452512 change
bear on	2	4	137313 change 765977 communication 2679899 stative 2676054 stative
call up	2	4	1025455 communication 1097960 competition 607780 cognition 789448 communication
come to	2	4	24047 body 2676054 stative 2526811 social 2108791 perception
go by	2	4	150977 change 2051694 motion 2072849 motion 1029368 communication
add up	2	4	2619612 stative 2645007 stative 949288 communication 2627363 stative
cut up	2	4	292672 change 483801 change 1255967 contact 201618 change
get together	2	4	2486932 social 2434976 social 2598143 social 2416278 social
get to	2	3	2022162 motion 347276 change 1787955 emotion
hot up	2	3	170997 change 372665 change 227667 change
spit out	2	3	1045318 communication 6238 body 102303 body
stand by	2	3	2726385 stative 2638444 stative 2638630 stative
thin out	2	3	430494 change 430370 change 226071 change
throw in	2	3	914769 communication 2356974 possession 1083044 competition
rout out	2	3	1108951 competition 2056466 motion 2292265 possession
rule out	2	3	2629390 stative 685419 cognition 1147562 competition
send off	2	3	1515791 contact 1062555 communication 1955127 motion
set back	2	3	2452092 social 2642814 stative 2702674 stative
shut off	2	3	1477394 contact 2031826 motion 2680531 stative
sit down	2	3	1984902 motion 1543998 contact 1543123 contact
pass out	2	3	23868 body 23646 body 2201644 possession
pin down	2	3	1340149 contact 715541 cognition 2496185 social
latch on	2	3	1216194 contact 590366 cognition 602112 cognition
fuck off	2	3	2010864 motion 2639606 stative 1430633 contact
get away	2	3	810729 communication 2074677 motion 2599004 social
get back	2	3	1092128 competition 1153762 competition 1111570 competition
go along	2	3	2417208 social 2684924 stative 2072849 motion
go under	2	3	1989873 motion 1970646 motion 1029368 communication
drive in	2	3	1352996 contact 1980300 motion 1113620 competition
drop out	2	3	1083044 competition 2382938 social 2383174 social
fall off	2	3	148472 change 1300040 contact 432839 change
call out	2	3	868979 communication 975584 communication 912048 communication
care for	2	3	1828623 emotion 1776214 emotion 78760 body
climb up	2	3	155547 change 1921964 motion 2105657 motion
come off	2	3	343898 change 1259691 contact 1299758 contact
cool off	2	3	370126 change 1777707 emotion 1763829 emotion
crack up	2	3	30366 body 861333 communication 1785579 emotion
blow out	2	3	435294 change 2761012 weather 2761897 weather
bring on	2	3	1644238 creation 1644050 creation 2157100 perception
step up	2	3	290302 change 439849 change 2089174 motion
suck in	2	3	1282142 contact 1197980 consumption 2765692 weather
suck up	2	3	1804753 emotion 880978 communication 1539063 contact
top out	2	3	2360497 possession 2008066 motion 2382742 social
trip up	2	3	618057 cognition 1900760 motion 599835 cognition
rein in	2	3	2442737 social 1858362 motion 1862090 motion
rise up	2	3	1981623 motion 2583139 social 1990281 motion
set out	2	3	1474209 contact 2014165 motion 345761 change
shut up	2	3	1347678 contact 461493 change 1041061 communication
slow up	2	3	439958 change 440580 change 440786 change
make it	2	3	2525044 social 2585860 social 2619924 stative
mess up	2	3	276214 change 2527651 social 1387493 contact
move in	2	3	1855982 motion 1856096 motion 2015384 motion
pick at	2	3	1609115 contact 845909 communication 1173656 consumption
pile up	2	3	158804 change 1504298 contact 2304982 possession
go back	2	3	528339 change 959714 communication 2723951 stative
hang on	2	3	790509 communication 350461 change 1328513 contact
hang up	2	3	363003 change 1309027 contact 1481360 contact
heat up	2	3	227667 change 371264 change 372665 change
hold in	2	3	2146790 perception 2711114 stative 2510337 social
hole up	2	3	15946 body 2146525 perception 1113264 competition
kick in	2	3	1586738 contact 2609439 stative 2308741 possession
link up	2	3	1354673 contact 2622234 stative 713167 cognition
dig out	2	3	2143756 perception 1311103 contact 1312261 contact
dry out	2	3	219403 change 218475 change 2771756 weather
ease up	2	3	156485 change 156276 change 1848465 motion
fall in	2	3	2434859 social 2434976 social 1989053 motion
buoy up	2	3	1218512 contact 1814074 emotion 860136 communication
burn up	2	3	2762806 weather 1205000 consumption 377351 change
mop up	2	3	484892 change 1393339 contact 1102997 competition
set in	2	3	415743 change 2769642 weather 2609439 stative
sum up	2	3	2752695 stative 1007924 communication 949288 communication
eat up	2	3	1157517 consumption 1196802 consumption 1582409 contact
get at	2	3	2007417 motion 2586371 social 1787955 emotion
get by	2	3	2587532 social 810729 communication 2049963 motion
dispense with	2	3	2345647 possession 2534062 social 2303235 possession
break through	2	3	426749 change 548266 change 539770 change
leave behind	2	3	360092 change 2081578 motion 136991 change
pass through	2	3	1913363 motion 2053190 motion 1915365 motion
strike down	2	3	1325934 contact 1258302 contact 2477334 social
turn around	2	3	205598 change 1878949 motion 206797 change
bring around	2	3	81725 body 767122 communication 22099 body
hunker down	2	3	2146377 perception 819335 communication 1545314 contact
kick around	2	3	2516978 social 813651 communication 2604305 stative
lead astray	2	3	2000288 motion 854420 communication 2580392 social
see through	2	3	485147 change 2219732 possession 2198973 perception
settle down	2	3	415398 change 1763829 emotion 1988458 motion
burst forth	2	3	306539 change 1966501 motion 294522 change
break apart	2	3	368662 change 1657977 creation 1562061 contact
shoot down	2	3	2473688 social 2055267 motion 1981279 motion
take apart	2	3	1572510 contact 643473 cognition 1657977 creation
polish off	2	3	484892 change 2482425 social 1196802 consumption
get across	2	3	591755 cognition 1912159 motion 744904 communication
go against	2	3	2668523 stative 2378851 social 2566528 social
keep going	2	3	2623346 stative 2684254 stative 908621 communication
knock down	2	3	336158 change 1239862 contact 1412346 contact
conform to	2	3	150776 change 2668956 stative 2667900 stative
cut across	2	3	1601025 contact 1912159 motion 2607658 stative
draw close	2	3	1609953 contact 1424948 contact 2053941 motion
blaze away	2	3	1713587 creation 1135086 competition 767918 communication
break open	2	3	1346430 contact 307785 change 309310 change
talk down	2	3	864814 communication 963015 communication 749584 communication
wear away	2	3	275253 change 1552390 contact 1254324 contact
sound off	2	3	1651110 creation 1027668 communication 907147 communication
spell out	2	3	937879 communication 1005904 communication 1700149 creation
square up	2	3	145448 change 1987648 motion 763399 communication
stick out	2	3	2674564 stative 668099 cognition 2713372 stative
take care	2	3	2591597 social 2549581 social 2437707 social
reach out	2	3	1440139 contact 744572 communication 2690093 stative
roll over	2	3	1867816 motion 2271667 possession 2271490 possession
round off	2	3	145623 change 145147 change 473799 change
set about	2	3	1651293 creation 345761 change 2439281 social
nail down	2	3	481941 change 715541 cognition 2524897 social
point out	2	3	1013230 communication 924612 communication 1058574 communication
press out	2	3	478682 change 1351754 contact 1662614 creation
keep back	2	3	2213690 possession 2422663 social 2283324 possession
keep down	2	3	2424128 social 77369 body 235918 change
leave off	2	3	572661 change 615774 cognition 2684078 stative
flesh out	2	3	46382 body 1194938 consumption 955601 communication
get along	2	3	248659 change 2458566 social 2617567 stative
clean out	2	3	448864 change 2403408 social 2314784 possession
clear out	2	3	448864 change 1856350 motion 576228 change
close off	2	3	1477394 contact 2680531 stative 2031826 motion
close out	2	3	351719 change 2629390 stative 2352538 possession
come near	2	3	1849746 motion 2596371 social 2053941 motion
cool down	2	3	370126 change 369864 change 370412 change
depend on	2	3	2711987 stative 2664017 stative 2663848 stative
double up	2	3	2063309 motion 1139623 competition 2295717 possession
drive out	2	3	2002720 motion 2056466 motion 576228 change
block off	2	3	1477394 contact 1478002 contact 1126961 competition
boil down	2	3	237259 change 236999 change 237704 change
burst out	2	3	426156 change 307785 change 930009 communication
calm down	2	3	558061 change 1764800 emotion 1763829 emotion
carry off	2	3	2522864 social 1434278 contact 470701 change
turn off	2	3	1908658 motion 1808626 emotion 1510576 contact
walk out	2	3	2010400 motion 614664 cognition 2412647 social
wear out	2	3	75021 body 1369346 contact 469382 change
beat down	2	3	2259387 possession 1883550 motion 2160321 perception
sort out	2	3	621058 cognition 654625 cognition 2553428 social
lay off	2	2	2403537 social 2680814 stative
lead on	2	2	783956 communication 2575082 social
lie low	2	2	2146674 perception 588703 cognition
lift up	2	2	1811736 emotion 1976089 motion
die out	2	2	427683 change 1555034 contact
drag on	2	2	2705428 stative 341757 change
even up	2	2	2672540 stative 1987648 motion
fire up	2	2	1761120 emotion 1199881 consumption
fit out	2	2	47945 body 2339413 possession
fold up	2	2	564695 change 1277974 contact
give in	2	2	878348 communication 804476 communication
bang up	2	2	53159 body 1566705 contact
beat up	2	2	1385643 contact 1397210 contact
bow out	2	2	2380760 social 2380980 social
chat up	2	2	1037910 communication 767807 communication
come by	2	2	2488641 social 2206014 possession
cook up	2	2	1666131 creation 1634424 creation
let go	2	2	2737063 stative 1474550 contact
let in	2	2	2449847 social 2502536 social
let up	2	2	245059 change 156276 change
lie in	2	2	57410 body 2653381 stative
mix in	2	2	184117 change 396035 change
mix up	2	2	620379 cognition 1657254 creation
pep up	2	2	192659 change 858781 communication
